account_id,account_age_days,credit_limit,home_country,risk_score,is_high_risk,avg_txn_amount,avg_monthly_txns,has_2fa,account_type,total_transactions,total_amount,avg_amount,max_amount,fraud_count,fraud_amount,pct_foreign,avg_velocity,unique_countries,unique_categories,avg_ip_risk,fraud_rate,is_fraudster
ACC0008843,2360,3115.56,US,27.5,0,37.46,10.8,0,business,9.0,3358.28,373.14,1630.39,1.0,458.84,0.44,0.89,5.0,7.0,37.81,0.111111,1.0
ACC0008844,682,5484.64,US,4.4,0,72.12,8.2,1,personal,7.0,2156.73,308.1,969.06,0.0,0.0,0.57,0.86,4.0,7.0,24.5,0.0,0.0
ACC0008845,1892,6296.57,US,41.9,0,34.59,20.2,1,personal,14.0,3323.76,237.41,1004.13,0.0,0.0,0.21,1.29,4.0,10.0,12.25,0.0,0.0
ACC0008846,2251,10065.48,US,19.1,0,68.22,14.5,0,personal,16.0,1744.77,109.05,452.15,0.0,0.0,0.12,0.75,2.0,7.0,15.34,0.0,0.0
ACC0008847,898,14570.15,US,25.2,0,137.32,22.8,0,personal,13.0,1031.12,79.32,297.77,1.0,297.77,0.31,1.54,5.0,6.0,24.12,0.076923,1.0
ACC0008848,856,5296.96,US,21.2,0,37.12,11.7,0,personal,1.0,62.35,62.35,62.35,0.0,0.0,0.0,0.0,1.0,1.0,13.2,0.0,0.0
ACC0008849,1312,2047.1,US,45.8,0,17.55,57.3,1,personal,50.0,10269.69,205.39,2326.72,2.0,791.96,0.36,1.12,11.0,13.0,25.35,0.04,1.0
ACC0008850,2173,2783.04,US,22.2,0,48.85,18.8,1,personal,13.0,2707.31,208.25,1294.56,0.0,0.0,0.46,1.15,6.0,11.0,24.52,0.0,0.0
ACC0008851,950,5509.24,US,33.0,0,79.5,20.1,1,personal,11.0,2630.62,239.15,643.79,0.0,0.0,0.27,1.0,4.0,6.0,22.35,0.0,0.0
ACC0008852,1402,12066.76,US,46.6,0,32.66,43.3,1,personal,30.0,4427.62,147.59,1053.75,0.0,0.0,0.33,1.07,10.0,11.0,22.96,0.0,0.0
ACC0008853,1997,1545.15,US,14.2,0,43.64,19.8,0,business,21.0,2646.7,126.03,501.27,0.0,0.0,0.38,0.86,6.0,9.0,24.79,0.0,0.0
ACC0008854,706,1927.54,US,11.3,0,211.12,53.6,1,business,33.0,4316.27,130.8,639.41,0.0,0.0,0.18,0.88,6.0,11.0,20.61,0.0,0.0
ACC0008855,2089,9006.69,US,22.7,0,43.63,21.0,1,personal,19.0,4462.33,234.86,1120.99,1.0,739.05,0.32,0.79,6.0,11.0,19.68,0.052632,1.0
ACC0008856,529,1746.03,US,9.8,0,30.7,6.1,1,personal,1.0,119.84,119.84,119.84,0.0,0.0,0.0,2.0,1.0,1.0,39.3,0.0,0.0
ACC0008857,545,1998.16,US,21.7,0,59.8,37.9,1,business,25.0,5995.94,239.84,2443.94,0.0,0.0,0.2,1.16,6.0,12.0,17.04,0.0,0.0
ACC0008858,887,12200.47,US,15.9,0,101.85,80.5,1,personal,65.0,9735.74,149.78,952.18,1.0,415.16,0.29,1.0,8.0,13.0,20.81,0.015385,1.0
ACC0008859,1067,4117.26,US,13.8,0,121.88,14.0,1,personal,17.0,3053.49,179.62,1127.89,0.0,0.0,0.29,0.82,5.0,9.0,20.91,0.0,0.0
ACC0008860,137,3872.87,US,9.2,0,83.95,13.8,0,personal,12.0,1412.91,117.74,319.99,0.0,0.0,0.33,1.0,5.0,9.0,25.36,0.0,0.0
ACC0008861,3511,14685.78,US,22.5,0,96.88,31.8,1,personal,31.0,3963.05,127.84,1083.72,0.0,0.0,0.35,0.97,7.0,10.0,20.31,0.0,0.0
ACC0008862,1145,2099.84,US,3.2,0,38.71,26.1,0,personal,26.0,4882.09,187.77,954.8,2.0,181.7,0.58,1.35,9.0,10.0,24.15,0.076923,1.0
ACC0008863,2942,1787.93,US,51.3,0,70.57,21.1,1,premium,16.0,1870.19,116.89,460.69,0.0,0.0,0.19,1.25,4.0,8.0,18.27,0.0,0.0
ACC0008864,3295,18094.62,US,7.5,0,88.87,37.2,1,personal,21.0,2928.21,139.44,628.09,0.0,0.0,0.33,0.9,6.0,9.0,27.21,0.0,0.0
ACC0008865,2928,5923.35,US,53.3,0,50.2,17.6,0,personal,11.0,2807.26,255.21,2185.96,0.0,0.0,0.36,1.73,3.0,8.0,17.76,0.0,0.0
ACC0008866,3039,8465.58,US,36.0,0,128.9,11.5,1,premium,14.0,1738.61,124.19,393.8,0.0,0.0,0.21,1.36,3.0,8.0,14.29,0.0,0.0
ACC0008867,392,3831.96,US,18.3,0,132.2,25.9,1,personal,22.0,3656.38,166.2,773.24,1.0,773.24,0.32,1.32,6.0,10.0,21.52,0.045455,1.0
ACC0008868,1376,4513.02,US,10.8,0,50.18,38.5,1,premium,39.0,6104.64,156.53,847.42,0.0,0.0,0.28,0.97,7.0,11.0,19.32,0.0,0.0
ACC0008869,2731,2798.92,US,31.8,0,35.28,21.8,1,business,16.0,2382.63,148.91,1236.71,0.0,0.0,0.19,0.94,4.0,7.0,14.06,0.0,0.0
ACC0008870,2114,6339.13,US,22.1,0,62.36,16.9,1,premium,9.0,690.12,76.68,299.48,0.0,0.0,0.22,0.89,3.0,6.0,21.06,0.0,0.0
ACC0008871,50,9557.66,US,7.0,0,151.13,29.6,1,personal,23.0,4767.55,207.28,1611.6,0.0,0.0,0.26,0.78,5.0,10.0,22.64,0.0,0.0
ACC0008872,2083,5749.02,US,20.8,0,81.82,26.6,1,personal,21.0,4051.06,192.91,1506.84,0.0,0.0,0.29,0.67,6.0,10.0,17.08,0.0,0.0
ACC0008873,2942,11484.18,US,19.6,0,41.88,15.2,1,business,22.0,2740.74,124.58,523.33,0.0,0.0,0.18,1.14,4.0,9.0,16.99,0.0,0.0
ACC0008874,3030,8349.16,US,20.9,0,73.41,18.3,1,personal,27.0,3045.93,112.81,601.63,0.0,0.0,0.37,0.89,6.0,11.0,20.95,0.0,0.0
ACC0008875,1419,2124.4,US,8.2,0,24.12,45.0,1,personal,34.0,7144.59,210.14,1992.52,1.0,264.02,0.41,1.09,7.0,12.0,22.61,0.029412,1.0
ACC0008876,885,4377.38,US,19.6,0,80.06,23.8,1,personal,15.0,2134.93,142.33,844.61,1.0,262.43,0.27,0.8,5.0,8.0,23.07,0.066667,1.0
ACC0008877,1150,3433.32,US,20.7,0,227.29,28.4,1,personal,24.0,3792.26,158.01,1155.63,1.0,55.86,0.25,1.12,7.0,9.0,20.71,0.041667,1.0
ACC0008878,1102,8979.93,US,30.9,0,154.97,45.3,1,premium,41.0,8743.13,213.25,980.95,1.0,781.17,0.37,1.07,8.0,13.0,25.83,0.02439,1.0
ACC0008879,1284,7110.09,US,1.3,0,68.49,15.6,1,personal,6.0,800.12,133.35,328.26,0.0,0.0,0.33,1.5,3.0,5.0,16.03,0.0,0.0
ACC0008880,1122,5442.02,US,26.5,0,70.64,60.7,1,personal,48.0,7769.77,161.87,1067.07,0.0,0.0,0.27,1.23,10.0,13.0,20.62,0.0,0.0
ACC0008881,1685,11057.58,US,14.6,0,129.49,14.6,1,personal,12.0,1560.65,130.05,615.99,0.0,0.0,0.17,0.83,2.0,5.0,17.32,0.0,0.0
ACC0008882,177,1104.84,US,25.9,0,96.7,25.3,1,personal,23.0,3377.4,146.84,840.43,0.0,0.0,0.26,0.83,7.0,12.0,19.87,0.0,0.0
ACC0008883,1026,3033.57,US,27.4,0,225.69,13.4,0,personal,11.0,1217.21,110.66,362.47,1.0,10.31,0.36,1.82,4.0,7.0,26.69,0.090909,1.0
ACC0008884,1169,3246.62,US,5.9,0,31.83,8.9,0,personal,8.0,1892.39,236.55,924.01,0.0,0.0,0.12,1.0,2.0,5.0,10.94,0.0,0.0
ACC0008885,585,6011.25,US,2.4,0,20.65,12.2,1,personal,3.0,336.93,112.31,179.21,0.0,0.0,0.33,1.0,2.0,3.0,10.7,0.0,0.0
ACC0008886,3208,7648.37,US,11.9,0,110.02,23.9,0,personal,15.0,3314.32,220.95,1552.89,0.0,0.0,0.4,0.87,7.0,9.0,25.57,0.0,0.0
ACC0008887,2475,4909.63,US,3.3,0,33.29,17.9,0,personal,14.0,2404.12,171.72,581.69,0.0,0.0,0.29,1.0,5.0,7.0,18.96,0.0,0.0
ACC0008888,3331,1716.48,US,17.8,0,162.97,33.3,1,personal,27.0,4649.41,172.2,1022.15,0.0,0.0,0.37,1.04,6.0,10.0,23.07,0.0,0.0
ACC0008889,2062,6805.03,US,5.9,0,179.19,5.0,0,personal,4.0,4856.71,1214.18,3876.13,1.0,3876.13,0.75,2.0,4.0,4.0,26.4,0.25,1.0
ACC0008890,426,5444.98,US,13.4,0,59.25,60.0,0,premium,50.0,12263.02,245.26,2457.21,1.0,155.91,0.44,0.94,11.0,14.0,22.86,0.02,1.0
ACC0008891,3304,1517.82,US,32.3,0,73.41,34.5,0,business,23.0,4242.7,184.47,756.12,1.0,6.14,0.26,1.61,5.0,9.0,24.29,0.043478,1.0
ACC0008892,1688,3880.34,US,9.8,0,62.11,21.7,0,premium,23.0,4944.84,214.99,1472.4,1.0,1472.4,0.43,0.83,5.0,10.0,22.18,0.043478,1.0
ACC0008893,2507,6629.07,US,20.8,0,109.12,7.9,1,personal,4.0,1499.51,374.88,852.98,0.0,0.0,0.25,0.75,2.0,4.0,13.65,0.0,0.0
ACC0008894,1410,18445.34,US,20.4,0,44.14,35.8,1,premium,24.0,3600.79,150.03,613.3,0.0,0.0,0.33,0.79,7.0,11.0,26.95,0.0,0.0
ACC0008895,1819,2056.46,US,29.9,0,48.29,30.9,1,personal,29.0,4697.25,161.97,953.05,0.0,0.0,0.31,1.41,6.0,10.0,22.49,0.0,0.0
ACC0008896,1801,9247.39,US,36.1,0,58.16,45.5,1,personal,30.0,8228.51,274.28,3359.74,2.0,3898.81,0.27,1.2,8.0,11.0,24.09,0.066667,1.0
ACC0008897,1060,2077.29,US,41.5,0,54.89,10.6,1,business,8.0,2336.68,292.09,703.79,0.0,0.0,0.75,1.38,5.0,7.0,25.72,0.0,0.0
ACC0008898,2038,1778.48,US,7.6,0,29.94,13.7,1,personal,12.0,2073.0,172.75,706.62,0.0,0.0,0.08,0.42,2.0,5.0,19.08,0.0,0.0
ACC0008899,2686,1864.46,US,35.8,0,47.49,34.3,1,personal,35.0,6014.24,171.84,1452.08,1.0,461.0,0.4,1.03,9.0,12.0,23.39,0.028571,1.0
ACC0008900,103,7974.56,US,15.1,0,92.64,5.2,1,premium,6.0,774.19,129.03,311.91,0.0,0.0,0.17,1.5,2.0,5.0,28.07,0.0,0.0
ACC0008901,503,5452.96,US,26.1,0,107.5,23.3,0,personal,21.0,5148.5,245.17,2046.52,0.0,0.0,0.14,0.76,4.0,10.0,21.51,0.0,0.0
ACC0008902,3078,3820.93,US,30.0,0,70.93,7.9,1,personal,6.0,1214.74,202.46,559.2,0.0,0.0,0.33,0.83,3.0,4.0,15.45,0.0,0.0
ACC0008903,2092,7088.76,US,30.0,0,129.6,21.8,1,premium,20.0,4388.22,219.41,1041.86,0.0,0.0,0.25,1.35,5.0,11.0,20.53,0.0,0.0
ACC0008904,3554,5077.92,US,13.2,0,92.72,45.2,1,personal,37.0,5446.67,147.21,986.5,0.0,0.0,0.35,1.11,7.0,11.0,20.88,0.0,0.0
ACC0008905,2218,5369.1,US,33.5,0,62.71,18.3,0,personal,10.0,2456.65,245.67,1094.96,0.0,0.0,0.4,0.8,3.0,6.0,20.71,0.0,0.0
ACC0008906,2395,3855.2,US,15.1,0,36.11,9.9,1,personal,8.0,780.31,97.54,288.07,0.0,0.0,0.12,1.0,2.0,6.0,12.75,0.0,0.0
ACC0008907,3284,2160.21,US,56.3,0,35.23,37.6,0,personal,30.0,4533.64,151.12,905.71,0.0,0.0,0.23,0.87,5.0,10.0,20.11,0.0,0.0
ACC0008908,2420,19016.18,US,34.4,0,20.47,40.2,1,premium,44.0,7102.75,161.43,1838.93,3.0,322.59,0.36,1.45,9.0,13.0,23.47,0.068182,1.0
ACC0008909,1223,15068.25,US,31.6,0,25.59,36.1,1,personal,19.0,2110.75,111.09,370.58,0.0,0.0,0.26,1.21,5.0,10.0,22.65,0.0,0.0
ACC0008910,1941,17538.03,US,3.9,0,176.4,24.1,1,personal,20.0,1485.62,74.28,197.49,0.0,0.0,0.35,0.85,7.0,6.0,17.13,0.0,0.0
ACC0008911,882,3192.46,US,13.9,0,84.42,4.9,0,personal,3.0,214.58,71.53,83.19,0.0,0.0,0.0,1.67,1.0,2.0,18.37,0.0,0.0
ACC0008912,1240,2848.24,US,13.7,0,89.92,27.4,1,personal,29.0,5319.66,183.44,1631.5,2.0,1165.48,0.31,1.52,6.0,10.0,23.6,0.068966,1.0
ACC0008913,2492,3527.85,US,20.2,0,56.87,82.6,1,personal,80.0,10605.14,132.56,1398.46,2.0,152.64,0.26,1.34,10.0,13.0,18.12,0.025,1.0
ACC0008914,569,11606.09,US,37.3,0,26.47,10.4,0,personal,7.0,689.42,98.49,207.94,0.0,0.0,0.43,0.86,3.0,6.0,17.96,0.0,0.0
ACC0008915,2462,4914.01,US,22.2,0,126.95,18.3,0,premium,13.0,3141.1,241.62,1623.43,2.0,2004.47,0.23,1.85,3.0,7.0,19.78,0.153846,1.0
ACC0008916,2144,3182.58,US,55.5,0,72.93,11.6,0,personal,7.0,1007.1,143.87,227.76,0.0,0.0,0.29,1.29,3.0,6.0,18.33,0.0,0.0
ACC0008917,1146,6575.39,US,9.2,0,90.55,15.4,1,personal,10.0,2159.21,215.92,717.82,1.0,344.63,0.4,1.2,4.0,8.0,36.86,0.1,1.0
ACC0008918,192,2726.68,US,23.0,0,279.57,32.8,0,personal,24.0,3443.65,143.49,465.25,0.0,0.0,0.25,1.12,7.0,11.0,24.14,0.0,0.0
ACC0008919,2580,1661.85,US,53.3,0,88.78,63.2,1,personal,46.0,5847.95,127.13,489.1,0.0,0.0,0.17,0.8,5.0,12.0,18.97,0.0,0.0
ACC0008920,3014,5450.09,US,9.2,0,63.26,18.4,0,personal,11.0,3971.53,361.05,1206.68,0.0,0.0,0.18,1.18,2.0,7.0,28.66,0.0,0.0
ACC0008921,2672,3252.38,US,44.3,0,17.88,16.4,1,personal,15.0,1992.76,132.85,475.38,0.0,0.0,0.27,1.0,4.0,7.0,19.44,0.0,0.0
ACC0008922,1553,4861.2,US,3.8,0,33.91,7.5,1,business,6.0,285.31,47.55,86.23,0.0,0.0,0.67,1.0,4.0,4.0,34.92,0.0,0.0
ACC0008923,2395,573.7,US,12.9,0,40.73,28.9,0,business,21.0,2124.59,101.17,490.53,1.0,62.98,0.43,1.38,7.0,10.0,21.05,0.047619,1.0
ACC0008924,1531,2407.48,US,1.2,0,85.06,7.0,1,business,4.0,685.65,171.41,245.29,0.0,0.0,0.5,1.0,3.0,3.0,29.85,0.0,0.0
ACC0008925,1326,4740.77,US,18.0,0,75.99,93.0,1,personal,72.0,16449.11,228.46,3694.09,3.0,4396.83,0.35,1.08,10.0,13.0,21.95,0.041667,1.0
ACC0008926,1214,1461.02,US,7.8,0,159.74,18.4,0,personal,11.0,2254.47,204.95,506.03,0.0,0.0,0.18,0.82,3.0,7.0,16.98,0.0,0.0
ACC0008927,793,1501.3,US,13.5,0,161.8,68.0,1,personal,50.0,10965.63,219.31,1390.47,0.0,0.0,0.2,1.16,8.0,13.0,21.92,0.0,0.0
ACC0008928,3539,5069.59,US,23.4,0,96.59,19.8,1,personal,10.0,1101.6,110.16,426.13,0.0,0.0,0.6,1.3,6.0,5.0,21.27,0.0,0.0
ACC0008929,2441,8615.05,US,19.2,0,32.18,7.9,1,personal,4.0,816.05,204.01,642.86,0.0,0.0,0.25,1.5,2.0,4.0,18.05,0.0,0.0
ACC0008930,663,2408.18,US,30.4,0,67.03,18.1,0,personal,9.0,1416.59,157.4,354.89,0.0,0.0,0.0,0.56,1.0,6.0,19.69,0.0,0.0
ACC0008931,3161,3985.02,US,17.6,0,23.15,15.5,1,premium,15.0,3728.77,248.58,1315.44,0.0,0.0,0.07,1.0,2.0,10.0,14.8,0.0,0.0
ACC0008932,577,4059.37,US,24.9,0,42.43,42.0,0,personal,41.0,9002.79,219.58,1930.14,1.0,76.87,0.32,1.05,8.0,12.0,21.26,0.02439,1.0
ACC0008933,2179,1408.31,US,17.8,0,65.46,10.1,1,personal,5.0,4937.99,987.6,4674.92,0.0,0.0,0.2,0.8,2.0,4.0,10.88,0.0,0.0
ACC0008934,629,12671.48,US,16.4,0,48.53,21.3,0,personal,14.0,3028.35,216.31,1106.35,0.0,0.0,0.43,0.36,5.0,8.0,23.75,0.0,0.0
ACC0008935,1337,4245.58,US,15.5,0,107.59,14.4,1,personal,7.0,1175.76,167.97,680.5,0.0,0.0,0.57,0.57,4.0,7.0,37.61,0.0,0.0
ACC0008936,2413,4282.14,US,27.6,0,124.14,10.5,1,personal,6.0,448.6,74.77,114.98,0.0,0.0,0.17,0.5,2.0,5.0,19.75,0.0,0.0
ACC0008937,3646,6623.55,US,3.3,0,43.67,14.4,1,personal,8.0,724.27,90.53,373.54,0.0,0.0,0.5,0.88,4.0,5.0,23.18,0.0,0.0
ACC0008938,3620,1410.93,US,20.6,0,67.2,74.7,0,personal,50.0,7219.71,144.39,767.77,2.0,220.55,0.24,1.14,8.0,12.0,20.16,0.04,1.0
ACC0008939,3271,10259.38,US,22.3,0,24.02,30.7,0,personal,19.0,2779.7,146.3,747.02,1.0,47.3,0.16,1.11,3.0,9.0,17.56,0.052632,1.0
ACC0008940,882,11389.97,US,31.1,0,62.48,9.8,1,personal,5.0,713.65,142.73,382.96,0.0,0.0,0.0,1.6,1.0,5.0,6.52,0.0,0.0
ACC0008941,368,5499.57,US,25.3,0,74.03,4.4,0,personal,4.0,794.49,198.62,549.24,0.0,0.0,0.0,1.75,1.0,3.0,9.28,0.0,0.0
ACC0008942,3308,7113.62,US,8.5,0,37.46,13.5,0,business,15.0,3053.51,203.57,505.9,0.0,0.0,0.33,0.53,5.0,8.0,20.59,0.0,0.0
ACC0008943,3371,3786.27,US,5.0,0,75.59,15.9,1,personal,15.0,1978.01,131.87,409.25,0.0,0.0,0.2,0.87,4.0,8.0,13.68,0.0,0.0
ACC0008944,1038,9804.88,US,6.3,0,56.98,10.1,0,business,11.0,1664.79,151.34,1032.86,1.0,1032.86,0.09,1.0,2.0,8.0,21.9,0.090909,1.0
ACC0008945,99,2544.4,US,14.3,0,220.79,22.8,0,personal,14.0,1595.36,113.95,348.95,0.0,0.0,0.43,0.86,6.0,7.0,26.78,0.0,0.0
ACC0008946,2375,4789.02,US,4.7,0,90.28,30.7,0,business,24.0,4843.59,201.82,1222.77,1.0,1222.77,0.42,1.25,8.0,11.0,24.31,0.041667,1.0
ACC0008947,305,5023.14,US,16.3,0,52.09,19.6,1,personal,12.0,4240.26,353.36,1565.11,0.0,0.0,0.17,0.92,3.0,6.0,25.67,0.0,0.0
ACC0008948,176,4765.0,US,27.5,0,56.77,34.4,1,personal,37.0,8756.39,236.66,2939.42,1.0,2939.42,0.3,1.27,8.0,12.0,25.41,0.027027,1.0
ACC0008949,3422,11559.94,US,3.9,0,81.74,15.3,1,business,7.0,868.58,124.08,306.25,0.0,0.0,0.0,1.14,1.0,4.0,9.71,0.0,0.0
ACC0008950,1824,28298.49,US,30.8,0,33.21,56.9,0,premium,47.0,8216.1,174.81,693.47,0.0,0.0,0.21,0.98,6.0,11.0,22.49,0.0,0.0
ACC0008951,435,4501.34,US,22.4,0,62.09,37.6,1,personal,36.0,5694.1,158.17,2076.29,1.0,101.92,0.17,0.94,6.0,10.0,20.9,0.027778,1.0
ACC0008952,2399,7160.15,US,2.2,0,144.03,12.1,0,personal,12.0,3334.3,277.86,978.83,0.0,0.0,0.25,1.08,4.0,7.0,21.49,0.0,0.0
ACC0008953,1366,2586.49,US,17.9,0,66.36,51.4,1,personal,39.0,10456.12,268.11,3716.17,1.0,3716.17,0.26,1.13,8.0,13.0,25.07,0.025641,1.0
ACC0008954,1971,11220.94,US,5.3,0,40.95,30.2,1,personal,27.0,4279.42,158.5,1330.83,0.0,0.0,0.3,0.93,5.0,10.0,17.23,0.0,0.0
ACC0008955,3283,3248.71,US,2.4,0,33.34,25.4,1,personal,24.0,3618.81,150.78,1008.27,0.0,0.0,0.29,0.92,6.0,11.0,22.14,0.0,0.0
ACC0008956,890,50000.0,US,1.0,0,50.74,10.8,1,business,12.0,1926.1,160.51,716.31,0.0,0.0,0.25,1.17,4.0,7.0,24.39,0.0,0.0
ACC0008957,2370,1291.3,US,22.2,0,42.8,30.0,0,business,28.0,3505.54,125.2,1113.93,2.0,1233.53,0.29,1.04,6.0,10.0,22.6,0.071429,1.0
ACC0008958,3029,27390.63,US,21.3,0,57.01,36.6,0,personal,31.0,4434.55,143.05,975.33,1.0,975.33,0.13,1.35,5.0,10.0,13.74,0.032258,1.0
ACC0008959,1564,10861.48,US,7.4,0,68.96,19.6,0,personal,14.0,2168.14,154.87,543.59,0.0,0.0,0.36,0.57,5.0,9.0,19.76,0.0,0.0
ACC0008960,3541,2002.61,US,31.4,0,51.18,35.8,0,personal,32.0,6948.31,217.13,3166.27,1.0,3166.27,0.5,1.06,10.0,11.0,30.86,0.03125,1.0
ACC0008961,1652,31431.28,US,10.5,0,62.01,5.4,0,business,4.0,268.93,67.23,165.4,0.0,0.0,0.25,0.0,2.0,4.0,15.65,0.0,0.0
ACC0008962,1692,2338.52,US,8.8,0,97.03,55.0,1,personal,45.0,9222.47,204.94,1328.75,0.0,0.0,0.36,0.89,9.0,12.0,22.67,0.0,0.0
ACC0008963,3230,3822.02,US,20.1,0,113.66,5.0,1,personal,3.0,1554.08,518.03,1433.56,1.0,1433.56,0.67,3.33,3.0,3.0,33.4,0.333333,1.0
ACC0008964,2332,1741.89,US,19.4,0,70.51,56.6,1,personal,57.0,10416.25,182.74,2442.42,0.0,0.0,0.33,1.11,7.0,14.0,21.52,0.0,0.0
ACC0008965,3174,4371.4,US,10.8,0,65.39,6.9,0,personal,4.0,173.14,43.28,72.69,0.0,0.0,0.25,1.75,2.0,3.0,5.22,0.0,0.0
ACC0008966,2891,4711.88,US,23.1,0,49.19,20.3,1,personal,16.0,2892.61,180.79,717.42,0.0,0.0,0.31,0.81,4.0,10.0,19.55,0.0,0.0
ACC0008967,2608,9547.4,US,42.2,0,28.68,12.7,0,personal,6.0,525.58,87.6,178.52,0.0,0.0,0.33,0.5,2.0,6.0,16.0,0.0,0.0
ACC0008968,904,34566.87,US,3.5,0,22.59,43.2,0,personal,37.0,7311.43,197.61,1576.89,2.0,1192.95,0.27,1.11,7.0,13.0,26.08,0.054054,1.0
ACC0008969,1473,3260.49,US,13.6,0,55.33,47.3,0,personal,37.0,5232.96,141.43,804.4,0.0,0.0,0.35,0.95,10.0,12.0,24.24,0.0,0.0
ACC0008970,3159,543.43,US,23.0,0,59.98,26.9,0,business,18.0,4540.78,252.27,803.9,0.0,0.0,0.44,1.17,8.0,10.0,24.12,0.0,0.0
ACC0008971,2260,8256.85,US,4.1,0,30.05,33.2,1,personal,30.0,6571.31,219.04,1016.25,1.0,701.78,0.33,1.37,7.0,11.0,26.27,0.033333,1.0
ACC0008972,1044,3164.5,US,5.5,0,100.93,27.5,1,personal,19.0,3182.87,167.52,873.67,0.0,0.0,0.21,0.95,5.0,11.0,18.8,0.0,0.0
ACC0008973,1215,21052.25,US,4.3,0,39.47,14.0,1,personal,12.0,1837.6,153.13,600.92,0.0,0.0,0.33,0.83,5.0,7.0,15.14,0.0,0.0
ACC0008974,2838,4780.65,US,8.4,0,42.21,12.1,1,premium,10.0,1374.98,137.5,436.35,0.0,0.0,0.4,0.6,3.0,7.0,25.92,0.0,0.0
ACC0008975,675,2677.74,US,8.5,0,72.28,14.7,1,personal,8.0,1103.3,137.91,254.7,0.0,0.0,0.25,1.5,3.0,5.0,22.02,0.0,0.0
ACC0008976,435,2185.56,US,20.8,0,144.76,80.6,1,personal,76.0,14236.1,187.32,1716.03,1.0,130.16,0.26,0.86,11.0,14.0,23.32,0.013158,1.0
ACC0008977,2799,8089.4,US,25.9,0,97.36,25.8,1,personal,19.0,2842.35,149.6,921.67,0.0,0.0,0.16,0.89,4.0,8.0,16.66,0.0,0.0
ACC0008978,1073,3943.45,US,24.9,0,48.34,33.0,1,personal,33.0,7592.7,230.08,2649.56,2.0,243.52,0.27,1.36,7.0,13.0,28.33,0.060606,1.0
ACC0008979,2800,15901.45,US,3.3,0,20.74,25.6,0,personal,19.0,2807.02,147.74,744.88,0.0,0.0,0.32,0.84,6.0,8.0,21.74,0.0,0.0
ACC0008980,1961,4152.76,US,11.8,0,95.88,31.8,0,premium,20.0,2549.25,127.46,430.5,0.0,0.0,0.3,1.2,7.0,9.0,25.26,0.0,0.0
ACC0008981,3642,15240.26,US,17.4,0,78.56,10.9,1,personal,6.0,565.4,94.23,207.93,0.0,0.0,0.0,1.33,1.0,6.0,20.55,0.0,0.0
ACC0008982,1930,1629.28,US,22.5,0,277.61,21.1,1,personal,21.0,2844.82,135.47,625.03,0.0,0.0,0.19,1.81,4.0,11.0,18.34,0.0,0.0
ACC0008983,3170,1223.05,US,42.0,0,68.54,28.6,0,premium,24.0,6777.66,282.4,1816.85,2.0,3065.19,0.25,1.5,7.0,11.0,21.61,0.083333,1.0
ACC0008984,3108,9540.97,US,29.6,0,37.37,5.6,1,personal,5.0,857.86,171.57,720.94,0.0,0.0,0.6,1.0,4.0,3.0,21.62,0.0,0.0
ACC0008985,797,3389.57,US,23.5,0,67.99,19.1,0,personal,16.0,2994.55,187.16,1102.56,0.0,0.0,0.25,1.25,3.0,10.0,19.07,0.0,0.0
ACC0008986,3635,3980.49,US,3.2,0,32.73,25.6,1,personal,22.0,3901.31,177.33,743.52,0.0,0.0,0.32,0.91,6.0,13.0,21.69,0.0,0.0
ACC0008987,2729,2186.91,US,17.2,0,31.77,60.5,0,personal,46.0,7573.26,164.64,2286.43,2.0,2605.01,0.26,1.07,7.0,10.0,20.33,0.043478,1.0
ACC0008988,418,2062.34,US,26.1,0,62.9,22.2,1,personal,20.0,5173.65,258.68,1551.57,1.0,18.35,0.15,0.9,2.0,11.0,21.46,0.05,1.0
ACC0008989,51,8172.53,US,2.5,0,109.84,15.3,1,personal,11.0,3739.75,339.98,2122.78,0.0,0.0,0.18,0.82,3.0,7.0,20.35,0.0,0.0
ACC0008990,1012,4841.22,US,16.1,0,52.2,25.4,1,personal,18.0,2504.55,139.14,562.26,0.0,0.0,0.28,1.56,6.0,9.0,22.33,0.0,0.0
ACC0008991,88,2104.51,US,22.9,0,36.39,38.8,0,personal,37.0,5663.47,153.07,940.2,1.0,72.39,0.41,1.05,10.0,12.0,20.28,0.027027,1.0
ACC0008992,1324,9250.52,US,20.3,0,70.41,43.0,0,personal,30.0,6695.29,223.18,1421.81,1.0,375.28,0.27,0.9,6.0,11.0,21.03,0.033333,1.0
ACC0008993,3636,12580.85,US,26.8,0,72.69,19.5,1,personal,18.0,2608.98,144.94,613.39,0.0,0.0,0.17,1.11,4.0,9.0,18.04,0.0,0.0
ACC0008994,1763,4504.96,US,30.5,0,39.32,35.0,1,personal,25.0,2911.09,116.44,429.19,0.0,0.0,0.16,0.72,5.0,9.0,20.47,0.0,0.0
ACC0008995,116,10966.06,US,42.2,0,122.86,12.9,0,premium,10.0,1705.3,170.53,647.35,0.0,0.0,0.2,0.7,3.0,8.0,18.77,0.0,0.0
ACC0008996,1817,2205.16,US,12.8,0,56.36,24.6,1,personal,13.0,2164.86,166.53,721.1,1.0,231.79,0.54,1.31,7.0,7.0,24.54,0.076923,1.0
ACC0008997,823,7799.13,US,6.6,0,45.25,20.4,1,personal,21.0,2687.34,127.97,719.37,0.0,0.0,0.29,0.86,6.0,9.0,23.62,0.0,0.0
